table,code,severity,scope,message,row_number,column,identifier,value,context
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,19,assay_description,12639617,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,20,assay_description,12639618,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,21,assay_description,12639619,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,22,assay_description,12639620,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,23,assay_description,12639621,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,24,assay_description,12639622,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,25,assay_description,12639623,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,26,assay_description,12639624,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,27,assay_description,12639625,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,28,assay_description,12639626,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,29,assay_description,12639627,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,30,assay_description,12639628,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,31,assay_description,12639629,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,32,assay_description,12639630,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,33,assay_description,12639631,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,34,assay_description,12639632,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,35,assay_description,12639633,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,36,assay_description,12639634,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,37,assay_description,12639635,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,38,assay_description,12639636,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,39,assay_description,12639637,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,40,assay_description,12639638,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,41,assay_description,12639639,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,42,assay_description,12639640,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,43,assay_description,12639641,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,44,assay_description,12639642,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,45,assay_description,12639643,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,46,assay_description,12639644,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,47,assay_description,12639645,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,48,assay_description,12639646,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,49,assay_description,12639647,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,50,assay_description,12639648,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,51,assay_description,12639649,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,52,assay_description,12639650,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,53,assay_description,12639651,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,54,assay_description,12639652,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,55,assay_description,12639653,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,56,assay_description,12639654,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,57,assay_description,12639655,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,58,assay_description,12639656,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,59,assay_description,12639657,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,60,assay_description,12639658,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,61,assay_description,12639659,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,62,assay_description,12639660,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,63,assay_description,12639661,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,64,assay_description,12639663,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,65,assay_description,12639664,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,66,assay_description,12639665,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,67,assay_description,12639666,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,68,assay_description,12639667,Binding affinity to menin (unknown origin) after 60 mins by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,97,assay_description,14657950,Binding affinity to menin (unknown origin) by isothermal titration calorimetry analysis,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,107,assay_description,16524198,Binding affinity to menin (unknown origin),{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,108,assay_description,16524199,Binding affinity to menin (unknown origin),{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,159,assay_description,18398373,Inhibition of FITC-labelled MLL1 binding to menin (unknown origin) after 120 mins by fluorescence polarization method,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,160,assay_description,18398690,Inhibition of biotinylated MLL-1 derived biotinylated Btn-PEG2- PEG2-S-Nva-RWRFPARPGTT-Amide binding to recombinant full length N-terminal His-tagged menin (unknown origin) expressed in Escherichia coli incubated for 10 mins by TR-FRET assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,161,assay_description,18398691,Inhibition of biotinylated MLL-1 derived biotinylated Btn-PEG2- PEG2-S-Nva-RWRFPARPGTT-Amide binding to recombinant full length N-terminal His-tagged menin (unknown origin) expressed in Escherichia coli incubated for 10 mins by TR-FRET assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,162,assay_description,18398692,Inhibition of biotinylated MLL-1 derived biotinylated Btn-PEG2- PEG2-S-Nva-RWRFPARPGTT-Amide binding to recombinant full length N-terminal His-tagged menin (unknown origin) expressed in Escherichia coli incubated for 10 mins by TR-FRET assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,163,assay_description,18398693,Inhibition of biotinylated MLL-1 derived biotinylated Btn-PEG2- PEG2-S-Nva-RWRFPARPGTT-Amide binding to recombinant full length N-terminal His-tagged menin (unknown origin) expressed in Escherichia coli incubated for 10 mins by TR-FRET assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,164,assay_description,18398694,Inhibition of biotinylated MLL-1 derived biotinylated Btn-PEG2- PEG2-S-Nva-RWRFPARPGTT-Amide binding to recombinant full length N-terminal His-tagged menin (unknown origin) expressed in Escherichia coli incubated for 10 mins by TR-FRET assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,165,assay_description,18398695,Inhibition of biotinylated MLL-1 derived biotinylated Btn-PEG2- PEG2-S-Nva-RWRFPARPGTT-Amide binding to recombinant full length N-terminal His-tagged menin (unknown origin) expressed in Escherichia coli incubated for 10 mins by TR-FRET assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,166,assay_description,18398696,Inhibition of biotinylated MLL-1 derived biotinylated Btn-PEG2- PEG2-S-Nva-RWRFPARPGTT-Amide binding to recombinant full length N-terminal His-tagged menin (unknown origin) expressed in Escherichia coli incubated for 10 mins by TR-FRET assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,167,assay_description,18398697,Inhibition of biotinylated MLL-1 derived biotinylated Btn-PEG2- PEG2-S-Nva-RWRFPARPGTT-Amide binding to recombinant full length N-terminal His-tagged menin (unknown origin) expressed in Escherichia coli incubated for 10 mins by TR-FRET assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,168,assay_description,18398698,Inhibition of biotinylated MLL-1 derived biotinylated Btn-PEG2- PEG2-S-Nva-RWRFPARPGTT-Amide binding to recombinant full length N-terminal His-tagged menin (unknown origin) expressed in Escherichia coli incubated for 10 mins by TR-FRET assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,169,assay_description,18488147,Displacement of FITC-MBM1 from menin (unknown origin) measured after 1 hr by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,170,assay_description,18488148,Binding affinity to menin (unknown origin) by isothermal titration calorimetry,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,171,assay_description,18488149,Binding affinity to menin (unknown origin) by isothermal titration calorimetry,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,172,assay_description,18488150,Binding affinity to menin (unknown origin) by isothermal titration calorimetry,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,209,assay_description,19014988,Inhibition of fluorescent labeled tracer binding to Menin (unknown origin) after 1 hr by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,210,assay_description,19014989,Inhibition of fluorescent labeled tracer binding to Menin (unknown origin) after 1 hr by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,211,assay_description,19014990,Inhibition of fluorescent labeled tracer binding to Menin (unknown origin) after 1 hr by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,212,assay_description,19014991,Inhibition of fluorescent labeled tracer binding to Menin (unknown origin) after 1 hr by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,213,assay_description,19014992,Inhibition of fluorescent labeled tracer binding to Menin (unknown origin) after 1 hr by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,214,assay_description,19014993,Inhibition of fluorescent labeled tracer binding to Menin (unknown origin) after 1 hr by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,215,assay_description,19014994,Inhibition of fluorescent labeled tracer binding to Menin (unknown origin) after 1 hr by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,216,assay_description,19014995,Inhibition of fluorescent labeled tracer binding to Menin (unknown origin) after 1 hr by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,217,assay_description,19014996,Inhibition of fluorescent labeled tracer binding to Menin (unknown origin) after 1 hr by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,218,assay_description,19014997,Inhibition of fluorescent labeled tracer binding to Menin (unknown origin) after 1 hr by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,219,assay_description,19014998,Inhibition of fluorescent labeled tracer binding to Menin (unknown origin) after 1 hr by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,220,assay_description,19014999,Inhibition of fluorescent labeled tracer binding to Menin (unknown origin) after 1 hr by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,221,assay_description,19015000,Inhibition of fluorescent labeled tracer binding to Menin (unknown origin) after 1 hr by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,222,assay_description,19015001,Inhibition of fluorescent labeled tracer binding to Menin (unknown origin) after 1 hr by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,223,assay_description,19015044,Inhibition of menin (unknown origin) by fluorescence polarization assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,228,assay_description,19092931,Inhibition of fluorescent probe binding to Menin (2 to 610 residues containing deletion from 460-519) (unknown origin) after 60 mins by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,229,assay_description,19092932,Inhibition of FAM-probe binding to Menin (unknown origin) after 60 mins by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,230,assay_description,19092933,Inhibition of FAM-probe binding to Menin (unknown origin) after 60 mins by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,231,assay_description,19092934,Inhibition of FAM-probe binding to Menin (unknown origin) after 60 mins by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,232,assay_description,19092935,Inhibition of FAM-probe binding to Menin (unknown origin) after 60 mins by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,233,assay_description,19092936,Inhibition of FAM-probe binding to Menin (unknown origin) after 60 mins by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,234,assay_description,19092937,Inhibition of FAM-probe binding to Menin (unknown origin) after 60 mins by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,235,assay_description,19092938,Inhibition of FAM-probe binding to Menin (unknown origin) after 60 mins by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,236,assay_description,19092939,Inhibition of FAM-probe binding to Menin (unknown origin) after 60 mins by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,237,assay_description,19092940,Inhibition of FAM-probe binding to Menin (unknown origin) after 60 mins by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,238,assay_description,19092941,Inhibition of FAM-probe binding to Menin (unknown origin) after 60 mins by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,239,assay_description,19092942,Inhibition of FAM-probe binding to Menin (unknown origin) after 60 mins by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,240,assay_description,19092943,Inhibition of FAM-probe binding to Menin (unknown origin) after 60 mins by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,241,assay_description,19092944,Inhibition of FAM-probe binding to Menin (unknown origin) after 60 mins by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,242,assay_description,19092945,Inhibition of FAM-probe binding to Menin (unknown origin) after 60 mins by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,243,assay_description,19092946,Inhibition of FAM-probe binding to Menin (unknown origin) after 60 mins by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,244,assay_description,19092947,Inhibition of FAM-probe binding to Menin (unknown origin) after 60 mins by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,245,assay_description,19092948,Inhibition of FAM-probe binding to Menin (unknown origin) after 60 mins by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,246,assay_description,19092949,Inhibition of FAM-probe binding to Menin (unknown origin) after 60 mins by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,247,assay_description,19092950,Inhibition of FAM-probe binding to Menin (unknown origin) after 60 mins by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,248,assay_description,19092951,Inhibition of FAM-probe binding to Menin (unknown origin) after 60 mins by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,249,assay_description,19092952,Inhibition of FAM-probe binding to Menin (unknown origin) after 60 mins by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,250,assay_description,19092953,Inhibition of FAM-probe binding to Menin (unknown origin) after 60 mins by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,251,assay_description,19092954,Inhibition of FAM-probe binding to Menin (unknown origin) after 60 mins by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,252,assay_description,19092955,Inhibition of FAM-probe binding to Menin (unknown origin) after 60 mins by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,253,assay_description,19092956,Inhibition of FAM-probe binding to Menin (unknown origin) after 60 mins by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,254,assay_description,19092957,Inhibition of FAM-probe binding to Menin (unknown origin) after 60 mins by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,255,assay_description,19092958,Inhibition of FAM-probe binding to Menin (unknown origin) after 60 mins by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,256,assay_description,19092959,Inhibition of FAM-probe binding to Menin (unknown origin) after 60 mins by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,257,assay_description,19092960,Inhibition of FAM-probe binding to Menin (unknown origin) after 60 mins by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,258,assay_description,19092961,Inhibition of FAM-probe binding to Menin (unknown origin) after 60 mins by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,259,assay_description,19092962,Inhibition of FAM-probe binding to Menin (unknown origin) after 60 mins by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,260,assay_description,19092963,Inhibition of FAM-probe binding to Menin (unknown origin) after 60 mins by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,261,assay_description,19092964,Inhibition of FAM-probe binding to Menin (unknown origin) after 60 mins by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,262,assay_description,19092965,Inhibition of FAM-probe binding to Menin (unknown origin) after 60 mins by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,263,assay_description,19092966,Inhibition of FAM-probe binding to Menin (unknown origin) after 60 mins by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,264,assay_description,19092967,Inhibition of FAM-probe binding to Menin (unknown origin) after 60 mins by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,265,assay_description,19092968,Inhibition of FAM-probe binding to Menin (unknown origin) after 60 mins by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,266,assay_description,19092969,Inhibition of FAM-probe binding to Menin (unknown origin) after 60 mins by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,267,assay_description,19092970,Inhibition of FAM-probe binding to Menin (unknown origin) after 60 mins by fluorescence polarization competitive binding assay,{}
menin,ambiguous_assay_context,warning,row,Assay description explicitly leaves biological context unspecified.,268,assay_description,19092971,Inhibition of FAM-probe binding to Menin (unknown origin) after 60 mins by fluorescence polarization competitive binding assay,{}
